00:02:02:115,Dennis Dotterweich,40.238003,32.566,0.039,4.735331,-0.9784,0.1901,0.0801, 194.56271,-0.92819995,-0.37,0.0371
00:02:02:115,Dennis Dotterweich,40.236,32.568,0.039,4.821859,-0.9752,0.2058,0.0809, 190.61569,-0.9404,-0.33769998,0.0396
00:02:02:116,Dennis Dotterweich,40.234,32.57,0.038000003,4.898938,-0.97349995,0.2162,0.0739, 187.70995,-0.94839996,-0.31469998,0.0378
00:02:02:116,Dennis Dotterweich,40.232002,32.571003,0.037,4.939268,-0.97419995,0.2149,0.0678, 184.79945,-0.94939995,-0.3117,0.0358
00:02:02:117,Dennis Dotterweich,40.231003,32.571003,0.035,4.950718,-0.97679996,0.2056,0.058799997, 181.9726,-0.94519997,-0.3247,0.031799998
00:02:02:117,Dennis Dotterweich,40.229,32.572002,0.034,5.003572,-0.97859997,0.1981,0.055099998, 180.75722,-0.9443,-0.3275,0.030399999
00:02:02:118,Dennis Dotterweich,40.227,32.573,0.033,5.025712,-0.9808,0.1884,0.0486, 178.53065,-0.9402,-0.3392,0.0274
00:02:02:118,Dennis Dotterweich,40.225002,32.573,0.032,5.052777,-0.982,0.183,0.0446, 175.75764,-0.9388,-0.34329998,0.025899999
00:02:02:119,Dennis Dotterweich,40.223003,32.574,0.031000001,5.119289,-0.9835,0.17639999,0.039499998, 175.42316,-0.9388,-0.3436,0.0235
00:02:02:119,Dennis Dotterweich,40.221,32.575,0.030000001,5.198242,-0.9849,0.17,0.031, 175.92188,-0.93909997,-0.3428,0.0191
00:02:02:119,Dennis Dotterweich,40.218002,32.575,0.030000001,5.268049,-0.98539996,0.1674,0.0299, 174.81903,-0.94159997,-0.336,0.0189
00:02:02:120,Dennis Dotterweich,40.216003,32.576,0.028,5.289595,-0.9866,0.16139999,0.0211, 172.26776,-0.9386,-0.3445,0.0144
00:02:02:124,Dennis Dotterweich,40.212,32.584003,0.015000001,4.441188,-0.9783,0.20089999,-0.0488, 93.467804,-0.8584,-0.5121,-0.028199999
00:03:11:1,Leo Langhans,27.443,-18.341002,0.052,14.256885,-0.2872,-0.94369996,0.1637, 778.0864,-0.0255,-0.99869996,0.0437
00:03:11:1,Leo Langhans,27.441002,-18.359001,0.052,15.893697,-0.24669999,-0.9578,0.1468, 868.0245,2.9999999E-4,-0.9992,0.0398
00:03:11:2,Leo Langhans,27.44,-18.374,0.052,17.147562,-0.21409999,-0.9672,0.1361, 929.869,0.0246,-0.9989,0.0374
00:03:11:2,Leo Langhans,27.439001,-18.388,0.057000004,18.328997,-0.1874,-0.973,0.1343, 983.89124,0.044099998,-0.99829996,0.037699997
00:03:11:3,Leo Langhans,27.438002,-18.400002,0.060000002,19.294868,-0.1629,-0.97779995,0.1313, 1022.728,0.0645,-0.99719995,0.037499998
00:03:11:3,Leo Langhans,27.438002,-18.413,0.062000003,20.198608,-0.14299999,-0.9813,0.1285, 1055.0623,0.0801,-0.996,0.037299998
00:03:11:3,Leo Langhans,27.437002,-18.425001,0.065000005,20.979319,-0.12459999,-0.9841,0.1265, 1078.4294,0.095699996,-0.99469995,0.0372
00:03:11:4,Leo Langhans,27.437002,-18.435001,0.065000005,21.487736,-0.1131,-0.98579997,0.1236, 1080.9841,0.104399994,-0.9938,0.0369
00:03:11:4,Leo Langhans,27.435001,-18.446001,0.066,21.989786,-0.1096,-0.98649997,0.120799996, 1079.4872,0.102199994,-0.99399996,0.036599997
00:03:11:5,Leo Langhans,27.432001,-18.456001,0.066,22.483095,-0.1129,-0.9866,0.117, 1074.3987,0.0903,-0.9952,0.0361
00:03:11:6,Leo Langhans,27.429,-18.467001,0.069000006,22.961704,-0.1184,-0.98579997,0.1182, 1067.6533,0.0751,-0.9964,0.037299998
00:03:11:6,Leo Langhans,27.424002,-18.479,0.07,23.5741,-0.1326,-0.98429996,0.116399996, 1066.0155,0.045399997,-0.9982,0.037499998
00:03:11:6,Leo Langhans,27.421001,-18.490002,0.072000004,24.136816,-0.13679999,-0.98359996,0.1169, 1065.9296,0.0321,-0.99869996,0.0385
00:03:11:7,Leo Langhans,27.416,-18.504002,0.075,24.91226,-0.1523,-0.98139995,0.1162, 1074.9734,-9.999999E-4,-0.9992,0.0391
00:03:11:7,Leo Langhans,27.410002,-18.518002,0.079,25.797075,-0.1665,-0.979,0.1174, 1091.8721,-0.0321,-0.99859995,0.0403
00:03:11:8,Leo Langhans,27.406002,-18.531,0.085,26.428492,-0.1714,-0.97779995,0.1204, 1095.7804,-0.0457,-0.99799997,0.0422
00:03:11:8,Leo Langhans,27.401001,-18.543001,0.09200001,27.02612,-0.17799999,-0.97599995,0.12459999, 1096.8679,-0.062099997,-0.997,0.0446
00:03:11:9,Leo Langhans,27.398,-18.556002,0.094000004,27.554344,-0.1785,-0.97609997,0.1232, 1095.7753,-0.067,-0.9967,0.0446
00:03:11:9,Leo Langhans,27.396002,-18.569,0.095000006,28.015959,-0.1757,-0.97679996,0.1215, 1091.6084,-0.0656,-0.99679995,0.0446
00:03:11:10,Leo Langhans,27.394001,-18.582,0.097,28.472456,-0.16939999,-0.97819996,0.119899996, 1088.638,-0.057099998,-0.99729997,0.044499997
00:03:11:10,Leo Langhans,27.392002,-18.595001,0.1,28.956148,-0.16499999,-0.9788,0.120699994, 1086.8588,-0.0523,-0.9975,0.045399997
00:03:11:11,Leo Langhans,27.391,-18.607,0.104,29.387148,-0.15779999,-0.9798,0.121999994, 1082.8223,-0.0418,-0.99799997,0.0466
00:03:11:11,Leo Langhans,27.390001,-18.619001,0.108,29.63853,-0.1495,-0.9809,0.124, 1067.8932,-0.028299998,-0.9984,0.0482
00:03:11:12,Leo Langhans,27.390001,-18.627,0.11800001,29.596209,-0.1401,-0.98109996,0.13329999, 1035.1796,-0.011299999,-0.9985,0.053299997
00:03:11:12,Leo Langhans,27.391,-18.637001,0.120000005,29.556417,-0.12799999,-0.9827,0.1336, 1004.965,0.0112,-0.9984,0.0543
00:03:11:13,Leo Langhans,27.392002,-18.643002,0.133,29.239584,-0.1183,-0.98209995,0.1461, 956.91455,0.0309,-0.99759996,0.061699998
00:03:11:13,Leo Langhans,27.390001,-18.651001,0.143,29.24854,-0.11889999,-0.98069996,0.1547, 926.4893,0.026999999,-0.99729997,0.0673
00:03:11:14,Leo Langhans,27.388,-18.662,0.149,29.36252,-0.1214,-0.9798,0.15879999, 902.98016,0.018,-0.99729997,0.0708
00:03:11:14,Leo Langhans,27.385002,-18.673,0.155,29.446232,-0.1269,-0.9784,0.16309999, 877.0226,0.0018999999,-0.99719995,0.0747
00:03:11:15,Leo Langhans,27.382002,-18.684,0.158,29.60876,-0.133,-0.9774,0.16399999, 857.0111,-0.0164,-0.99689996,0.0766
00:03:11:16,Leo Langhans,27.378002,-18.695002,0.163,29.643858,-0.14209999,-0.9755,0.16759999, 828.4357,-0.0424,-0.99579996,0.0805
00:03:11:16,Leo Langhans,27.374,-18.704,0.17,29.62558,-0.1528,-0.9729,0.1732, 797.0176,-0.0736,-0.9935,0.085999995
00:03:11:16,Leo Langhans,27.37,-18.715,0.177,29.683872,-0.1608,-0.97059995,0.1785, 772.7066,-0.098,-0.9909,0.091299996
00:03:11:17,Leo Langhans,27.366001,-18.728,0.18,29.915752,-0.1661,-0.9697,0.17889999, 761.7416,-0.1156,-0.98889995,0.0928
00:03:11:17,Leo Langhans,27.362001,-18.740002,0.185,30.0836,-0.17549999,-0.9675,0.1815, 746.037,-0.1452,-0.98469996,0.0962
00:03:11:18,Leo Langhans,27.357,-18.752,0.187,30.213446,-0.1864,-0.9655,0.18169999, 728.9048,-0.1802,-0.9787,0.098
00:03:11:18,Leo Langhans,27.353,-18.764,0.187,30.335049,-0.19389999,-0.9643,0.17979999, 712.95654,-0.20529999,-0.9737,0.098299995
00:03:11:19,Leo Langhans,27.35,-18.777,0.18800001,30.486021,-0.19569999,-0.96419996,0.1785, 700.03687,-0.2118,-0.9722,0.099
00:03:11:19,Leo Langhans,27.348001,-18.791,0.187,30.700068,-0.192,-0.96559995,0.1749, 692.372,-0.1998,-0.97489995,0.0975
00:03:11:20,Leo Langhans,27.346,-18.806002,0.186,30.915428,-0.1856,-0.9676,0.1707, 685.46405,-0.17889999,-0.97919995,0.0954
00:03:11:20,Leo Langhans,27.345001,-18.819,0.186,30.989824,-0.1786,-0.9694,0.1681, 669.5069,-0.1565,-0.983,0.0951
00:03:11:21,Leo Langhans,27.345001,-18.831001,0.18800001,30.93247,-0.17099999,-0.97059995,0.1688, 645.17596,-0.1311,-0.98639995,0.0982
00:03:11:21,Leo Langhans,27.344002,-18.842001,0.19100001,30.851551,-0.16409999,-0.97139996,0.17099999, 619.79346,-0.107499994,-0.9888,0.1028
00:03:11:22,Leo Langhans,27.342001,-18.854,0.19500001,30.745571,-0.1595,-0.9715,0.17469999, 592.7597,-0.0915,-0.98969996,0.109299995
00:03:11:22,Leo Langhans,27.341002,-18.864,0.19800001,30.484034,-0.1549,-0.9716,0.1787, 555.86725,-0.074,-0.9902,0.1178
00:03:11:23,Leo Langhans,27.340002,-18.874,0.201,30.188416,-0.151,-0.9716,0.1818, 517.64777,-0.0579,-0.9902,0.1266
